gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Col4a4	1.0523883142434726e-23	-13.793668836727711	0.06	0.228	2.1047766284869453e-20
Itga5	1.1801444520761788e-23	-13.548793486193327	0.113	0.218	2.3602889041523575e-20
Zfp947	1.3333533125359415e-23	-13.27797681453098	0.474	0.129	2.6667066250718832e-20
B230217C12Rik	2.2358312875503815e-23	-14.070769411785019	0.308	0.105	4.471662575100763e-20
Rps6ka2	2.364721063198934e-23	-4.052690772695502	0.459	0.103	4.729442126397868e-20
Gramd3	3.451177645968446e-23	-7.315730853817126	0.068	0.155	6.902355291936892e-20
Rnd1	3.5619251252921174e-23	-14.045178858143348	0.414	0.143	7.123850250584235e-20
Gbp7	5.899579484096728e-23	-7.528065326723613	0.18	0.237	1.1799158968193455e-19
Me1	6.267078629482281e-23	-13.584857875982292	0.459	0.092	1.2534157258964562e-19
Fech	6.763132402594277e-23	-12.771838123888234	0.083	0.201	1.3526264805188555e-19
Akap12	7.886365813187868e-23	-8.719216002555196	0.541	0.173	1.5772731626375735e-19
Hsp90ab1	8.532068668879778e-23	-0.7966966398645177	0.82	0.429	1.7064137337759556e-19
Myo1c	1.427712193193593e-22	-8.567529796171788	0.414	0.16	2.8554243863871863e-19
Plekhg5	1.8941516846572173e-22	-8.747436448496881	0.075	0.162	3.7883033693144348e-19
Mogat1	2.146075310808324e-22	-10.144265230034325	0.038	0.24	4.2921506216166477e-19
Cacna1e	2.291971847099869e-22	-10.795514822582675	0.301	0.189	4.583943694199739e-19
Csrp2	2.7049985498698555e-22	-6.085679496912579	0.549	0.113	5.409997099739711e-19
Ranbp1	3.780049232212982e-22	-0.8740824183167244	0.82	0.376	7.560098464425964e-19
Gm26620	3.863986131508134e-22	-5.011378525557928	0.12	0.162	7.727972263016268e-19
Synpo2	5.960126758237073e-22	-9.638722980362582	0.286	0.08	1.1920253516474146e-18
Pf4	6.007562150773784e-22	-16.528606360120687	0	0.194	1.2015124301547568e-18
Rab11fip5	8.67178718242462e-22	-5.210023224355526	0.263	0.104	1.734357436484924e-18
Lamc1	1.0696716049802468e-21	-13.123871187992735	0.068	0.117	2.1393432099604938e-18
1700003F12Rik	1.081096516138458e-21	-13.20011102162661	0.346	0.091	2.162193032276916e-18
Nuak1	1.4814058427691895e-21	-12.394515010467831	0.308	0.103	2.9628116855383792e-18
Hspa1b	1.6189189774457265e-21	-13.248191273146396	0.023	0.105	3.237837954891453e-18
Bmp1	1.7844476940640407e-21	-13.917466350229255	0.158	0.057	3.5688953881280815e-18
Vwa1	2.465481109257385e-21	-14.219993438917129	0.376	0.126	4.93096221851477e-18
Gm20605	2.80776308937351e-21	-14.337262495350974	0.045	0.208	5.6155261787470206e-18
Tnfrsf19	3.446620466487951e-21	-4.903998253160545	0.06	0.102	6.893240932975902e-18
Foxb1	6.127147301003411e-21	-5.172532619979657	0.083	0.212	1.2254294602006822e-17
Serpinb6a	7.332991398571214e-21	1.4940437521627832	0.541	0.213	1.4665982797142427e-17
Gm27956	7.446165096092115e-21	-4.526133219258304	0.03	0.22	1.4892330192184232e-17
Rras	7.889618374191656e-21	-12.078791953105794	0.211	0.095	1.5779236748383313e-17
Ifit1	1.0805836428076245e-20	-15.075900575619226	0.143	0.177	2.1611672856152492e-17
Il18bp	1.086385971584924e-20	-14.836686345952767	0.075	0.146	2.172771943169848e-17
Ctsb	1.2436235322805881e-20	-4.943371087847192	0.579	0.251	2.487247064561176e-17
Scn1b	1.593843034332263e-20	-3.67997869185597	0.451	0.09	3.187686068664526e-17
Trp53inp2	1.9007100676934612e-20	-13.656107160703987	0.323	0.186	3.8014201353869225e-17
Stx1a	1.9147235291315112e-20	-3.4440056774815524	0.707	0.174	3.8294470582630224e-17
Serpine2	2.282805629051902e-20	-4.491700220046441	0.105	0.124	4.5656112581038044e-17
Dnm3	3.494916827001831e-20	-14.268229122375288	0.338	0.203	6.989833654003662e-17
Gm11100	4.558778451680954e-20	-5.824673639785026	0.015	0.181	9.117556903361908e-17
Ica1l	6.085174604721629e-20	-14.657517909877093	0.586	0.224	1.2170349209443258e-16
Rasl11a	8.298299595499821e-20	-14.231854302203068	0.406	0.085	1.659659919099964e-16
Cadm4	1.253105743527041e-19	-14.889792102300847	0.211	0.128	2.506211487054082e-16
Maf	1.2688067260638995e-19	-15.009316526499235	0.06	0.116	2.537613452127799e-16
Slc25a37	1.4822641104102304e-19	-11.857767644319587	0.188	0.198	2.9645282208204606e-16
Nfkbiz	1.509982246385717e-19	-12.031316237702628	0.053	0.137	3.019964492771434e-16
Ninl	2.72980634793916e-19	-2.7329762151752917	0.038	0.178	5.45961269587832e-16
Nfe2l3	2.8919193190119825e-19	-10.951692271554988	0.233	0.093	5.783838638023965e-16
Fmnl2	3.9243212990394216e-19	-8.86567057469324	0.353	0.141	7.848642598078843e-16
C1qbp	5.049053163981712e-19	-1.6011965522915053	0.744	0.336	1.0098106327963423e-15
Cox6a2	5.818773160641101e-19	-8.747443406310891	0.135	0.244	1.1637546321282203e-15
Gm28043	6.343681881387269e-19	-13.043549143046615	0.075	0.274	1.2687363762774538e-15
1700019D03Rik	1.0873492148959902e-18	-9.359842885527613	0.03	0.167	2.1746984297919804e-15
Tgm1	1.3721871403482712e-18	-4.1408539811517695	0.023	0.139	2.744374280696542e-15
Apobec1	1.4029309064578035e-18	-13.138171134911758	0.03	0.134	2.805861812915607e-15
Igfbp6	1.7225262639673718e-18	-10.76369081750613	0.015	0.142	3.4450525279347438e-15
A930003A15Rik	2.0157827539633747e-18	-1.6338326935968475	0.083	0.261	4.03156550792675e-15
Ly6a	2.5524875763608894e-18	-15.620937099329774	0.188	0.178	5.104975152721779e-15
Gm25379	2.6379899919774464e-18	-4.879360469351486	0.677	0.205	5.275979983954893e-15
Fah	3.1758057065409097e-18	-13.680849984323045	0.286	0.104	6.35161141308182e-15
Dennd2c	3.4481672050571934e-18	-7.837461281614736	0.045	0.196	6.896334410114387e-15
Hagh	3.516486926869175e-18	-10.214037094900847	0.436	0.208	7.03297385373835e-15
Hal	3.740517456265487e-18	-13.783275538177866	0.015	0.206	7.481034912530973e-15
Slc7a8	4.624421263668442e-18	-11.006771265029052	0.316	0.076	9.248842527336883e-15
Dut	4.856620737753676e-18	-3.8395168673475055	0.744	0.359	9.713241475507351e-15
Ccl3	4.908936563681065e-18	-12.338775938782637	0.06	0.134	9.81787312736213e-15
Tuba1c	5.2807659868788104e-18	-12.408315879888276	0.03	0.16	1.056153197375762e-14
Ptma	5.53617761936423e-18	-5.536969191919992	0.827	0.432	1.107235523872846e-14
Bglap	8.25411906037889e-18	-13.957766479121505	0.158	0.186	1.650823812075778e-14
Smyd1	9.046252039151428e-18	-14.244210272715232	0.038	0.203	1.8092504078302856e-14
Hdac11	1.5338586474739146e-17	-10.481059812084936	0.353	0.129	3.067717294947829e-14
Ptafr	1.7366440084788174e-17	-12.456843500707578	0.173	0.145	3.473288016957635e-14
Ptger2	2.0803601413215524e-17	-13.649169179293263	0	0.108	4.160720282643105e-14
Tdo2	2.712216162180624e-17	-13.475523027774804	0.015	0.13	5.424432324361248e-14
H2afz	2.7352722176605168e-17	-7.568023221365639	0.774	0.351	5.470544435321034e-14
Pdgfa	3.159485521333427e-17	-8.587950177291567	0.256	0.083	6.318971042666853e-14
Nudt17	4.334180530413101e-17	-13.896748840813475	0.451	0.1	8.668361060826203e-14
Tcf4	4.960069999278366e-17	-9.20435072010229	0.398	0.234	9.920139998556731e-14
Adam8	5.165897090143827e-17	-10.725850248517641	0.03	0.116	1.0331794180287653e-13
Slc25a43	6.521496773135165e-17	-12.86963866524689	0.023	0.292	1.304299354627033e-13
Lck	6.896928299011718e-17	-1.920278345913185	0.158	0.438	1.3793856598023436e-13
Rora	8.715060702621265e-17	-10.877832574157084	0.083	0.163	1.743012140524253e-13
Cd83	1.0084714678421363e-16	-15.294054799483975	0.015	0.111	2.0169429356842727e-13
Ltb	1.3137385730239286e-16	-15.345170264582508	0.06	0.33	2.627477146047857e-13
Tox2	1.6721415139505833e-16	-5.664023504037006	0.444	0.101	3.3442830279011666e-13
Ctif	2.0755759133762012e-16	-2.9144586740735736	0.466	0.176	4.151151826752402e-13
Gadd45b	2.2311790947750646e-16	-14.678793640768728	0.18	0.155	4.462358189550129e-13
Sbsn	2.3899117408197855e-16	-10.846024019563252	0.451	0.151	4.779823481639571e-13
Gm527	4.606952242249568e-16	-6.60557480707118	0.143	0.17	9.213904484499136e-13
Dock4	4.636330491658328e-16	-13.552983213129519	0.564	0.131	9.272660983316655e-13
Gbp2	6.173943177266324e-16	-13.148347594828525	0.083	0.147	1.2347886354532648e-12
Gdf9	6.435961922336525e-16	-4.204110771825837	0.038	0.155	1.287192384467305e-12
Stat1	7.029089774052935e-16	-11.646873613149165	0.18	0.244	1.405817954810587e-12
Star	7.063636631123575e-16	-5.7657784159937915	0.06	0.183	1.4127273262247149e-12
Ppp1r15a	7.14657916819994e-16	-10.525852670476624	0.135	0.246	1.429315833639988e-12
Tmem150a	7.474457422571629e-16	-13.69024232615568	0.233	0.088	1.4948914845143259e-12
Ovgp1	8.110418645659587e-16	-13.96912861271738	0.023	0.103	1.6220837291319174e-12
Car2	8.481382636501619e-16	-12.219929080267137	0.075	0.174	1.6962765273003238e-12
Zfp202	9.93496128512048e-16	-13.395612845108264	0.414	0.135	1.986992257024096e-12
Grik4	1.1253237253401111e-15	-13.869796765877414	0.023	0.18	2.250647450680222e-12
Pth1r	1.148718552873289e-15	-14.609502168482932	0.053	0.157	2.297437105746578e-12
Mr1	1.6296685415451547e-15	-7.1157374901011075	0.075	0.251	3.2593370830903095e-12
Plekhn1	1.6651026806178819e-15	-1.9882876545390769	0.466	0.242	3.330205361235764e-12
Pou4f1	1.809440809704999e-15	-4.902546189224157	0.18	0.17	3.618881619409998e-12
Cmya5	2.094214059073267e-15	-13.381065414086557	0.098	0.195	4.188428118146534e-12
Spsb1	2.156873506056117e-15	-8.019684747252384	0.068	0.164	4.313747012112234e-12
Cd8b1	2.358247786028122e-15	-4.219384267364542	0.098	0.445	4.716495572056244e-12
Litaf	2.36281695193757e-15	-11.838485350764476	0.18	0.1	4.72563390387514e-12
Slc43a2	2.6382152529915978e-15	-5.6423861259000425	0.105	0.282	5.2764305059831955e-12
Batf3	3.0118990335230813e-15	-14.729201877480985	0	0.104	6.023798067046162e-12
Capn3	3.0853014317204634e-15	-4.626915783278218	0.068	0.283	6.170602863440927e-12
Gm25363	3.140691714727864e-15	-4.523201941937866	0.023	0.15	6.281383429455728e-12
Malt1	6.3835275524666034e-15	-10.03868746326216	0.09	0.25	1.2767055104933206e-11
1700092M07Rik	7.049903551648481e-15	-13.998312068073595	0.053	0.111	1.4099807103296961e-11
Optn	7.155961503065584e-15	-13.07341659174576	0.504	0.153	1.4311923006131168e-11
Crebrf	7.980084928947896e-15	-6.4881543453747215	0.158	0.234	1.5960169857895793e-11
Tnfsf8	8.113717967349095e-15	-14.075085302706409	0.038	0.152	1.622743593469819e-11
Smad7	8.710358121660082e-15	-9.805425029580286	0.083	0.136	1.7420716243320166e-11
Slfn1	1.101008700823313e-14	-13.90703743348094	0.135	0.129	2.202017401646626e-11
Rpl14	1.2686500741834907e-14	-0.25974937897100414	0.759	0.41	2.5373001483669816e-11
Klf4	1.407095262248352e-14	-14.27884630706996	0.06	0.123	2.8141905244967038e-11
Ripk4	1.4856526395772728e-14	-13.050508836677777	0.008	0.228	2.9713052791545456e-11
Siva1	1.514147311050685e-14	-0.842902500761991	0.684	0.302	3.02829462210137e-11
Laptm5	1.9951701730668267e-14	-6.680399773340391	0.09	0.391	3.9903403461336534e-11
Gm25939	2.0086210125384093e-14	-5.792752541294854	0.038	0.109	4.017242025076819e-11
Trbv17	2.1226425209151908e-14	-15.258223633071529	0.045	0.183	4.245285041830382e-11
Dlx1	2.5619294454316222e-14	-5.535265864175595	0.098	0.195	5.123858890863244e-11
Hells	2.83262319677793e-14	-3.0141916449759467	0.669	0.264	5.66524639355586e-11
Neb	3.1758661097269317e-14	-4.7278927088459035	0.038	0.13	6.351732219453863e-11
Pcx	3.214978828797024e-14	-10.371351235544955	0.15	0.162	6.429957657594048e-11
Gzmb	3.4693553263393316e-14	-14.842642484205058	0.023	0.122	6.938710652678663e-11
2210010C04Rik	3.4749701742087967e-14	-13.41899948259588	0.038	0.286	6.949940348417593e-11
Map4	3.602151742899686e-14	-2.595026105376333	0.421	0.249	7.204303485799372e-11
Gm23458	3.922935247504841e-14	-13.500439955854366	0.06	0.164	7.845870495009683e-11
Ung	4.0498546181677495e-14	-6.573306012903215	0.654	0.175	8.099709236335499e-11
Igtp	4.3077541735742084e-14	-12.621677995510975	0.211	0.208	8.615508347148417e-11
Irgm1	4.825235442735251e-14	-11.014111688398627	0.256	0.197	9.650470885470502e-11
Rpl22l1	4.980801405420558e-14	-2.6788044635822494	0.722	0.389	9.961602810841117e-11
Hunk	5.303864439222517e-14	-13.162047093967606	0.331	0.113	1.0607728878445033e-10
S100a10	7.306118398030452e-14	-2.5858560367276677	0.579	0.355	1.4612236796060904e-10
Pdcd1	7.455862057477329e-14	-14.305529903605754	0.308	0.102	1.4911724114954658e-10
Chrna9	8.096220636109301e-14	-3.67252930189921	0.173	0.369	1.6192441272218602e-10
Itgb7	8.53497026633798e-14	-12.793761219999341	0.008	0.119	1.706994053267596e-10
Comt	9.011398305243564e-14	-13.726308773127133	0.504	0.228	1.8022796610487129e-10
Lgals1	1.0345867738541753e-13	-2.4410803526781795	0.556	0.345	2.0691735477083506e-10
Ramp1	1.2059675399581957e-13	-1.6907022628814257	0.195	0.407	2.411935079916391e-10
1810062G17Rik	1.2404783166488626e-13	-14.227322678053065	0.195	0.12	2.480956633297725e-10
Amigo3	1.288306200284711e-13	-5.301005469290528	0.113	0.192	2.576612400569422e-10
Gadd45a	1.412760021526258e-13	-11.204265105621445	0.128	0.251	2.8255200430525163e-10
C1qb	1.5890116825600687e-13	-16.392026963442074	0.023	0.11	3.1780233651201377e-10
Zfp558	1.8328503544615414e-13	-14.287200869398465	0.038	0.179	3.6657007089230827e-10
Znrf1	1.9460559097133543e-13	-2.5695812219349774	0.195	0.383	3.8921118194267087e-10
Slbp	1.9765773738608694e-13	-6.368181319672934	0.662	0.317	3.9531547477217387e-10
Zfp112	2.029087512727191e-13	-14.075776977735893	0.256	0.175	4.058175025454382e-10
Nrgn	2.1343123020901893e-13	-12.39521273469937	0.444	0.107	4.2686246041803786e-10
Ptcra	2.2228681854367184e-13	-12.337832804712157	0.617	0.222	4.445736370873437e-10
Upk1a	2.2761299312365407e-13	-7.901233858165125	0.023	0.153	4.5522598624730817e-10
Isg15	2.2948653306585595e-13	-16.02127528191647	0.135	0.223	4.589730661317119e-10
Dnmbp	3.0817573606196854e-13	-12.92191550852944	0.496	0.191	6.163514721239371e-10
Hivep2	3.3313208649564073e-13	-9.758095854300088	0.165	0.246	6.662641729912814e-10
H2-T23	3.5656708959424657e-13	-5.200796203403916	0.173	0.342	7.131341791884931e-10
Gm22105	3.6860653299153937e-13	-4.572359129104509	0.023	0.194	7.372130659830787e-10
D930048N14Rik	4.051158125538303e-13	-14.979527385603076	0.06	0.144	8.102316251076606e-10
Gabrb1	4.212691718693624e-13	-14.121088050364689	0.023	0.252	8.425383437387249e-10
Cald1	4.2377119749228066e-13	-9.642970321785842	0.18	0.072	8.475423949845614e-10
Marcks	4.583644283373338e-13	-1.8627782718021848	0.511	0.347	9.167288566746676e-10
Wdr27	5.193405617179925e-13	-10.8296011343107	0.226	0.168	1.038681123435985e-9
Ccdc148	5.908246041127726e-13	-13.353927245278527	0.233	0.081	1.1816492082255453e-9
Galnt4	6.911788328388512e-13	-10.564728019714105	0.06	0.186	1.3823576656777025e-9
Tmem116	7.885519089359698e-13	-4.910171105063867	0.083	0.1	1.5771038178719397e-9
Oasl1	8.068330854152258e-13	-13.127396061805603	0.195	0.264	1.6136661708304517e-9
Gm26448	8.641305603097454e-13	-11.942490366769631	0.075	0.276	1.7282611206194909e-9
Trim30c	9.177604527644604e-13	-11.899593482025153	0.226	0.243	1.8355209055289209e-9
Lrrc9	1.1436124392119519e-12	-14.18019380268636	0.481	0.231	2.287224878423904e-9
Rnf144b	1.2406318112991395e-12	-13.021184201987133	0.023	0.171	2.481263622598279e-9
Sdc4	1.279786910952581e-12	-15.118322746160146	0.015	0.101	2.5595738219051617e-9
Thy1	1.411069034744285e-12	-5.381496098239777	0.158	0.406	2.8221380694885698e-9
Cpne8	1.4784152154224834e-12	-12.513083204370165	0.241	0.107	2.9568304308449667e-9
Hspd1	1.6144339540797956e-12	-8.687029169128435	0.684	0.359	3.2288679081595912e-09
Kcnj13	1.7011507453159938e-12	-14.229396214007703	0.045	0.194	3.4023014906319874e-9
Fgfbp1	1.813217593133571e-12	-15.24479520448279	0.474	0.183	3.626435186267142e-9
Nfkbia	1.825640147809828e-12	-11.277240362339384	0.128	0.356	3.6512802956196563e-9
Eps8	1.8270975717051764e-12	-13.078953900887482	0.278	0.148	3.6541951434103527e-9
mt-Co1	1.850572192832476e-12	-2.889700460998006	0.248	0.471	3.7011443856649518e-9
Zfp128	2.1160043412106486e-12	-5.148449158648203	0.444	0.234	4.2320086824212975e-9
Paqr9	2.533467495670022e-12	-13.68929627727295	0.474	0.147	5.066934991340044e-9
Gm4951	2.59616161307375e-12	-11.756515265780976	0.211	0.224	5.1923232261475e-9
Wnt4	2.824391619185063e-12	-17.3022825186267	0.008	0.114	5.648783238370125e-9
Glcci1	2.8896893018600788e-12	-5.809331287074965	0.128	0.26	5.779378603720158e-9
Naaa	2.9736573194977017e-12	-14.072278095210981	0.301	0.144	5.947314638995404e-9
Gm128	3.1757456873139522e-12	-13.91280645636731	0.075	0.255	6.351491374627904e-9
Ptprc	3.1920846864515968e-12	-4.52850689842277	0.173	0.391	6.384169372903193e-9
Hebp1	3.6443494436395506e-12	-12.836584817823608	0.308	0.141	7.288698887279101e-9
Irf8	3.9292697282468775e-12	-14.306779633729146	0.09	0.101	7.858539456493756e-9
Cd27	4.447189909654596e-12	-2.8958774171048436	0.211	0.401	8.894379819309192e-9
Nrap	4.803700359594649e-12	-12.16139098756269	0.083	0.19	9.607400719189298e-9
Aoc2	4.978335104394816e-12	-11.171403646246485	0.068	0.237	9.956670208789631e-9
Amotl1	5.31499733478251e-12	-14.17801213589983	0.301	0.104	1.062999466956502e-8
Tnfrsf13c	5.544030367539046e-12	-3.2200780187929006	0.038	0.112	1.1088060735078092e-8
Abcg1	5.6310444026190585e-12	-9.97445743528049	0.098	0.198	1.1262088805238117e-8
Ssbp2	5.734296334771007e-12	-3.216168168015095	0.226	0.393	1.1468592669542015e-8
Hcn3	6.3660382940596715e-12	-3.2109515686192722	0.323	0.129	1.2732076588119343e-8
Nyap1	6.4227505798097865e-12	-8.192021062251854	0.286	0.236	1.2845501159619573e-8
Rsrp1	6.506073582308151e-12	-3.2411667010841567	0.158	0.41	1.3012147164616302e-8
Dusp1	7.0621831708484535e-12	-12.823452341452926	0.218	0.255	1.4124366341696906e-8
Serpinf2	7.231235212652471e-12	-13.21168010457912	0.128	0.254	1.4462470425304942e-8
Slfn2	7.63182419876058e-12	-4.825142870714948	0.12	0.371	1.526364839752116e-8
Gpc2	7.773251039325215e-12	-6.447458330993435	0.038	0.174	1.554650207865043e-8
Oxt	8.001583508499796e-12	-14.465816036124648	0.083	0.24	1.6003167016999592e-8
Smoc1	8.243577730788132e-12	-6.667467716133219	0.293	0.185	1.6487155461576265e-8
Rgcc	8.494200198585727e-12	-8.53065718127449	0.248	0.37	1.6988400397171454e-8
Pbk	9.188539473492517e-12	-12.44012729081979	0.113	0.186	1.8377078946985033e-8
Grb10	1.0119841053933021e-11	-7.63781433017865	0.18	0.055	2.0239682107866042e-8
Ly6k	1.0236312686313608e-11	-13.977330414700548	0.519	0.2	2.0472625372627214e-8
Snora78	1.2472589754330483e-11	-9.370384156079325	0.053	0.167	2.4945179508660967e-8
Tspan33	1.287544077734266e-11	-4.973570201211823	0.06	0.173	2.575088155468532e-8
Serpinf1	1.3315409965031989e-11	-10.991811659220295	0.398	0.088	2.6630819930063978e-8
Ccnd3	1.3421389537347529e-11	-1.0328619668590835	0.188	0.442	2.6842779074695058e-8
Fam220a	1.3623636701534305e-11	-10.815245904203561	0.211	0.155	2.724727340306861e-8
Ifi27l2a	1.4886758308276103e-11	-16.771032803558583	0.105	0.205	2.9773516616552206e-8
Mylip	1.6419727000497534e-11	-8.395741176829544	0.098	0.213	3.2839454000995065e-8
H2-Aa	2.1297305221690994e-11	-16.71022332372265	0.045	0.1	4.259461044338199e-8
Wdr12	2.200252032270183e-11	-7.910154489742694	0.165	0.338	4.400504064540366e-8
Sdk1	2.228174978561442e-11	-4.07562335707185	0.023	0.11	4.456349957122884e-8
Cdkl1	2.4776130110781397e-11	-14.398036851331263	0.233	0.164	4.955226022156279e-8
Il17f	2.592637717166467e-11	-12.9924455016838	0.053	0.157	5.185275434332934e-8
Dusp2	3.033379769567356e-11	-8.903528259999804	0.211	0.328	6.066759539134711e-8
Cst6	3.0440739454990735e-11	-13.59887935501027	0.248	0.122	6.088147890998147e-8
Spata7	3.090325607397101e-11	-14.857790007555153	0.293	0.204	6.180651214794202e-8
Acan	3.70209005807674e-11	-5.481135445721119	0.068	0.157	7.40418011615348e-8
Ccl2	3.8419196668252685e-11	-14.9094868771707	0.12	0.148	7.683839333650537e-8
Specc1	3.918082851771461e-11	-12.506215202115113	0.165	0.088	7.836165703542923e-8
Mfge8	4.416427458325538e-11	-13.349208413113974	0.053	0.14	8.832854916651076e-8
Exosc2	4.9385957807017487e-11	-11.705887262158338	0.263	0.24	9.877191561403498e-8
Ppp1r14c	5.274671313253149e-11	-6.703343875796356	0.429	0.141	1.0549342626506299e-7
Ifi203	5.525348803271772e-11	-8.969243598428765	0.203	0.293	1.1050697606543544e-7
Calml4	6.13261646658177e-11	-12.913259825397429	0.023	0.232	1.226523293316354e-7
Dnaja4	6.508637592471304e-11	-13.613321487283626	0.083	0.137	1.301727518494261e-7
P2ry12	6.5247513230847e-11	-13.011200952772413	0.18	0.142	1.3049502646169402e-7
Tnfrsf23	6.967991373227284e-11	-5.992648739652097	0.098	0.134	1.3935982746454567e-7
S100a8	7.38033744997895e-11	-15.285043429833419	0.12	0.205	1.47606748999579e-7
Cass4	8.051879996169287e-11	-11.130963610727957	0.083	0.201	1.6103759992338573e-7
Slc47a2	8.411252637581585e-11	-13.564509532612997	0.015	0.173	1.6822505275163172e-7
Clk3	8.592372474120397e-11	-2.848643450774436	0.098	0.37	1.7184744948240793e-7
Txnip	8.744304272420496e-11	-11.24056153507706	0.165	0.32	1.748860854484099e-7
Per2	8.751467760376133e-11	-14.449067337495027	0.15	0.144	1.7502935520752266e-7
Gadd45g	8.752901147373369e-11	-11.237771925540208	0.203	0.138	1.7505802294746737e-7
Tnnt3	9.251527415664634e-11	-15.004001005262253	0.331	0.16	1.8503054831329267e-7
Atl2	9.555172127695754e-11	-3.672654426736055	0.15	0.359	1.9110344255391508e-7
St3gal5	1.0222377258845244e-10	-7.657713398457395	0.421	0.09	2.044475451769049e-7
Cldn10	1.0461990208528034e-10	-5.342341393384075	0.09	0.176	2.0923980417056066e-7
Patl2	1.2035433068277474e-10	-14.234052962198959	0.038	0.146	2.4070866136554946e-7
Ccr5	1.2117905621225536e-10	-11.400975522918104	0.053	0.102	2.423581124245107e-7
Gramd1b	1.228301243833213e-10	-6.474318567096973	0.376	0.155	2.4566024876664263e-7
Hykk	1.2709332026903137e-10	-4.728255912451523	0.376	0.076	2.5418664053806277e-7
B3gat2	1.371044287409807e-10	-7.784563276432234	0.195	0.153	2.7420885748196143e-7
Ccl5	1.5190461577914333e-10	-15.470912273796845	0.068	0.126	3.0380923155828665e-7
Jup	1.5676424095349218e-10	-10.10568728694015	0.263	0.207	3.135284819069844e-7
Htra3	1.6117579767924448e-10	-16.7370998671469	0.03	0.12	3.2235159535848895e-7
Cd8a	1.6258773115138513e-10	-2.7649564091937306	0.18	0.46	3.251754623027703e-7
Rrm2	1.757236451734222e-10	-12.609903272987335	0.534	0.247	3.5144729034684443e-7
Ly6g5b	1.7924214778880527e-10	-14.624992988053569	0.429	0.159	3.5848429557761054e-7
Ptger1	1.8681741645000863e-10	-14.404843077589556	0.03	0.158	3.7363483290001724e-7
Gm24336	1.881907693806226e-10	-6.54384588540743	0.045	0.217	3.763815387612452e-7
Themis	2.0071258195760022e-10	-3.909432020960289	0.248	0.388	4.0142516391520046e-7
Pla2g2d	2.0960979621689914e-10	-12.50328656570238	0.015	0.168	4.1921959243379826e-7
Ybx3	2.101658325559029e-10	-5.454939424950454	0.639	0.228	4.203316651118058e-7
Ifi44	2.3176488650541322e-10	-14.37280004830259	0.158	0.166	4.6352977301082645e-7
A730071L15Rik	2.538376504074614e-10	-14.119698291478649	0.03	0.194	5.076753008149228e-7
Nr4a3	2.6241597861795417e-10	-14.482688328519515	0.338	0.13	5.248319572359083e-7
Rag1	2.7388719327830414e-10	-11.567146766674822	0.075	0.361	5.477743865566082e-7
Avpr2	2.744340175894322e-10	-14.63445467911881	0.045	0.185	5.488680351788644e-7
Gm10800	2.748503171347167e-10	-13.169459720450595	0.075	0.208	5.497006342694333e-7
Efcab8	2.7733897477087074e-10	-13.430346818514195	0.038	0.185	5.546779495417415e-7
Pstpip2	3.0113335718983073e-10	-13.50312232540049	0	0.101	6.022667143796614e-7
Zmynd15	3.015651568314842e-10	-14.9350123282641	0.015	0.103	6.031303136629684e-7
Gimap5	3.260222607145104e-10	-9.194467840646148	0.233	0.173	6.520445214290208e-7
Itga9	3.2972108909464686e-10	-3.798046896149362	0.105	0.154	6.594421781892938e-7
Nabp1	3.3916185017413803e-10	-7.96412748129936	0.256	0.349	6.78323700348276e-7
Gtf2h4	3.5073931897103523e-10	-3.8883433948079027	0.158	0.426	7.014786379420705e-7
Ripply3	3.5722373514569135e-10	-13.665926803636227	0.015	0.118	7.144474702913826e-7
Pde1c	3.6525510557212423e-10	-14.037757150042728	0.023	0.189	7.305102111442485e-7
Gm22504	3.671849059079785e-10	-4.908596382882903	0.053	0.184	7.34369811815957e-7
Actn2	3.7690936569477666e-10	-10.358582563905287	0.098	0.134	7.538187313895534e-7
Stac3	4.255482894795318e-10	-7.575364618240768	0.045	0.2	8.510965789590636e-7
Rec114	4.2635543096206857e-10	-15.174575948819196	0.015	0.182	8.527108619241371e-7
H2-Q4	4.3230320108213513e-10	-6.213307787352966	0.18	0.277	8.646064021642703e-7
Il17re	4.670716593866158e-10	-12.18982978166888	0.053	0.116	9.341433187732315e-7
Baiap3	4.894545539282278e-10	-14.74703215651588	0.023	0.205	9.789091078564555e-7
Ms4a6b	5.092472003549613e-10	-13.260302928822135	0.105	0.163	1.0184944007099225e-6
Tespa1	5.272669600978347e-10	-3.2297781991980816	0.218	0.356	1.0545339201956693e-6
Gabbr1	5.433649293842182e-10	-6.403235638854722	0.353	0.157	1.0867298587684366e-6
Ankrd55	5.9080676285206e-10	-10.67650139081369	0.203	0.159	1.18161352570412e-6
Zbp1	6.072949240643489e-10	-11.575136657520307	0.195	0.202	1.2145898481286978e-6
Rbpms2	6.082227255094858e-10	-5.243121922115661	0.03	0.126	1.2164454510189716e-6
Syt14	6.278067201594816e-10	-15.148298011611132	0.301	0.181	1.2556134403189631e-6
Cd24a	6.339248751281718e-10	-5.376752994409041	0.466	0.373	1.2678497502563435e-6
Socs3	6.436640157748056e-10	-11.010720037776752	0.143	0.156	1.2873280315496112e-6
Gmfg	6.572105519094551e-10	-3.405428368152175	0.12	0.426	1.31442110381891e-6
Hmgb2	6.652949167397303e-10	-12.852899840924245	0.647	0.29	1.3305898334794605e-6
