gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Itpkb	2.2105488451793447e-10	0.48372684512421316	0.203	0.315	4.421097690358689e-7
Dmpk	2.2645778770196846e-10	-12.040867319432243	0.146	0.224	4.5291557540393693e-7
Gm26566	2.290276584342979e-10	-9.476959395522526	0.359	0.156	4.5805531686859583e-7
Gm14308	2.3212123493448095e-10	-14.310212107592566	0.01	0.113	4.6424246986896193e-7
Gzmb	2.3246230334333202e-10	-8.345485478592057	0.078	0.121	4.6492460668666403e-7
Gpt2	2.618900117306509e-10	-8.394736951496096	0.062	0.166	5.237800234613018e-7
Cnih2	2.782477883026307e-10	-12.914900849054082	0.068	0.166	5.564955766052614e-7
Hivep3	3.126305643513107e-10	-7.0196646532004365	0.156	0.184	6.252611287026214e-7
Cfp	3.16088700626056e-10	-11.66460550266669	0.328	0.127	6.32177401252112e-7
Lefty1	3.7744609251060486e-10	-6.072272272005566	0.099	0.111	7.548921850212097e-7
Amigo1	3.78643385178432e-10	-14.21453423324918	0.177	0.226	7.57286770356864e-7
Prx	3.8203068367707084e-10	-13.90899225685337	0.068	0.196	7.640613673541417e-7
Dock4	4.023079617274282e-10	-13.563879861937094	0.37	0.131	8.046159234548564e-7
Edaradd	4.444392982162944e-10	-5.9734870280390355	0.214	0.212	8.888785964325888e-7
Oas1a	4.700043727436798e-10	-11.280615884261511	0.292	0.247	9.400087454873595e-7
Tacstd2	4.771994992341235e-10	-14.543414658083156	0.052	0.165	9.543989984682471e-7
Snta1	4.852493969708643e-10	-8.971744485202404	0.047	0.121	9.704987939417285e-7
Cd160	5.562342497101877e-10	-10.43774378112759	0.167	0.14	1.1124684994203754e-6
Fam89b	6.458639974332322e-10	-9.78031491675699	0.042	0.131	1.2917279948664645e-6
Tshz3	6.899703546512413e-10	-13.074151568360948	0.24	0.103	1.3799407093024825e-6
Ncald	7.17947074630622e-10	-6.200289669522862	0.073	0.134	1.435894149261244e-6
Phgdh	7.223915647857543e-10	-8.374002851238142	0.516	0.309	1.4447831295715086e-6
Bex1	7.793284144336612e-10	-6.3205787703450085	0.333	0.243	1.5586568288673224e-6
Blk	7.990985317886246e-10	-14.594053709311057	0.219	0.046	1.5981970635772492e-6
Efcab8	8.082888345719262e-10	-13.471114772418714	0.078	0.185	1.6165776691438523e-6
Sema4g	8.378098257168019e-10	-15.160690920208287	0.406	0.229	1.675619651433604e-6
Krt222	8.642916876790509e-10	-4.766080124351937	0.089	0.1	1.7285833753581018e-6
Cdkl1	9.17769244528937e-10	-12.159980086196745	0.307	0.163	1.835538489057874e-6
Sult2b1	9.778675769994733e-10	-12.831235542620073	0.391	0.129	1.9557351539989467e-6
Wdr38	1.056925616376786e-9	-6.207228349165783	0.094	0.16	2.113851232753572e-6
Pir	1.100277827279568e-9	-4.336450516746791	0.047	0.125	2.200555654559136e-6
Spag16	1.1053820037038044e-9	-13.900494897712598	0.432	0.173	2.210764007407609e-6
Col4a4	1.1793487636363111e-9	-7.269603024710196	0.062	0.229	2.358697527272622e-6
Gria2	1.1871313192292603e-9	-4.486619531833959	0.156	0.247	2.3742626384585206e-6
P2rx1	1.385061541422945e-9	-4.3198965690923945	0.255	0.241	2.77012308284589e-6
Zfp174	1.669947790911673e-9	-14.521198034492732	0.094	0.17	3.339895581823346e-6
Dnd1	1.7292700251472555e-9	-9.563438041894825	0.057	0.166	3.458540050294511e-6
Tas1r3	1.926162191305775e-9	-12.477644597521104	0.188	0.216	3.852324382611549e-6
Ms4a6d	1.992627940411065e-9	-14.92283342542529	0.089	0.102	3.98525588082213e-6
Oxt	2.0790714802557894e-9	-14.268686127018917	0.453	0.237	4.158142960511579e-6
Col1a2	2.0998188597611493e-9	0.2646995719668013	0.193	0.131	4.199637719522299e-6
Sgpl1	2.187744340905813e-9	-13.988300999685695	0.073	0.152	4.375488681811626e-6
Pfn2	2.729428487293063e-9	-12.470123620718589	0.068	0.133	5.458856974586126e-6
Acacb	2.7457619592277924e-9	4.540057374894786	0.109	0.151	5.491523918455585e-6
Wdr66	2.7526676514993995e-9	-7.3649091179066035	0.167	0.25	5.505335302998799e-6
Plk2	2.84381699092331e-9	-6.426056397340194	0.172	0.209	5.68763398184662e-6
Ptpdc1	3.461955381498329e-9	-7.656256594636399	0.052	0.13	6.923910762996658e-6
Slfn14	3.6334252305582923e-9	-12.563212928081425	0.099	0.234	7.266850461116584e-6
Ppia	4.187606582718825e-9	0.30403486766832066	0.672	0.477	8.37521316543765e-6
Ly6e	4.239012579437962e-9	-8.764235032039942	0.609	0.388	8.478025158875924e-6
Rny1	4.398851550432082e-9	-6.011636138884402	0.036	0.148	8.797703100864164e-6
Rps6ka2	4.88784756830596e-9	-11.145605590358459	0.068	0.106	9.77569513661192e-6
Oas3	4.956937238914581e-9	-11.98372172643	0.245	0.201	9.913874477829162e-6
Lgals7	4.987828502435738e-9	-13.97266709995878	0.099	0.159	9.975657004871475e-6
Crip2	5.392371158626778e-9	-14.923243435828287	0.031	0.101	1.0784742317253556e-5
Trim12a	5.670177748238567e-9	-13.64042094470967	0.161	0.208	1.1340355496477133e-5
Plcd4	6.163343948992073e-9	-13.65382363730599	0.005	0.127	1.2326687897984145e-5
Trbv13-3	6.720761902691004e-9	-6.30419360936971	0.104	0.189	1.3441523805382009e-5
Bex2	6.906158311911315e-9	-2.8511645568671433	0.13	0.214	1.3812316623822629e-5
Spsb1	7.208814741847632e-9	-4.100457340722812	0.115	0.164	1.4417629483695264e-5
Maged2	7.539547092391493e-9	-13.471666415969688	0.057	0.151	1.5079094184782987e-5
Ache	8.058924022838584e-9	-14.370560779247374	0.302	0.11	1.6117848045677168e-5
Igfbp6	9.178390989996308e-9	1.2566689357713567	0.047	0.142	1.8356781979992615e-5
Nkg7	9.613229056610842e-9	-15.403446095894191	0.224	0.084	1.9226458113221683e-5
Pnmal2	9.873367331420323e-9	-6.600938059684564	0.094	0.176	1.9746734662840647e-5
Adam8	1.0493154698315584e-8	-10.399661733090678	0.062	0.116	2.0986309396631167e-5
Furin	1.0545068540188444e-8	-9.42989414976474	0.182	0.14	2.109013708037689e-5
March3	1.1550149524014253e-8	-13.497123100720042	0.042	0.139	2.3100299048028507e-5
Il17f	1.2513536821132405e-8	-4.765457993734838	0.115	0.157	2.5027073642264808e-5
Trav6-7-dv9	1.5723168415595662e-8	-7.898599976378126	0.349	0.134	3.1446336831191326e-5
Tubb4b	1.5788247285020517e-8	-9.004903122072209	0.573	0.337	3.157649457004103e-5
Omp	1.8551282154159565e-8	-3.2869246762105675	0.115	0.148	3.710256430831913e-5
Rragd	1.8897579660336503e-8	-11.797936958834818	0.198	0.195	3.779515932067301e-5
Gbp8	2.0021508156939202e-8	-6.336053904157993	0.271	0.228	4.0043016313878406e-5
Tagln	2.4181080163083435e-8	-14.815096217312623	0.036	0.111	4.836216032616687e-5
C530008M17Rik	2.453235865899642e-8	-6.102505855752049	0.094	0.11	4.906471731799284e-5
Slc22a17	2.7254728175275443e-8	-8.300426708067892	0.031	0.154	5.4509456350550884e-5
Trav14d-3-dv8	2.794137201602127e-8	-13.082661630654531	0.255	0.22	5.588274403204254e-5
Hal	2.9065646209820702e-8	-5.34852728062452	0.354	0.204	5.81312924196414e-5
Abhd15	3.275036687450657e-8	-12.107224679445045	0.339	0.186	6.550073374901313e-5
S100a9	3.4625405295047014e-8	-15.71486050530537	0.281	0.162	6.925081059009403e-5
Fam217a	3.520114551532735e-8	-7.159973686416032	0.094	0.192	7.04022910306547e-5
Aplp1	3.5234088490322986e-8	-13.676168078753271	0.068	0.127	7.046817698064598e-5
Usp27x	3.549352097326749e-8	-10.965656393067677	0.078	0.141	7.098704194653498e-5
Ropn1l	4.02390196910747e-8	-14.54508847932102	0.135	0.155	8.047803938214941e-5
P2rx4	4.303286743829436e-8	-13.110595645809195	0.062	0.162	8.606573487658872e-5
Slc23a3	4.4876831744730466e-8	-14.23113718535425	0	0.151	8.975366348946093e-5
Nab2	4.494981002046805e-8	-7.546581836540585	0.068	0.151	8.98996200409361e-5
Elavl4	4.5609203863450296e-8	-14.321273185526106	0.255	0.225	9.121840772690059e-5
Adm	4.608249220569328e-8	-15.353185132397224	0.266	0.104	9.216498441138656e-5
Ss18l1	4.8684461350074296e-8	-10.883139222898977	0.125	0.208	9.73689227001486e-5
Apoe	4.8964258379600605e-8	-17.506106303576242	0.151	0.238	9.792851675920121e-5
Nr4a3	5.208653265177211e-8	-10.286504416853042	0.089	0.132	1.0417306530354422e-4
Zfp112	5.2719125207519096e-8	-14.17298792354587	0.052	0.176	1.054382504150382e-4
Cd83	5.3300666192737306e-8	-15.062295538796835	0.349	0.109	1.0660133238547462e-4
Gbp2	5.7919817461346596e-8	-12.87457026923853	0.172	0.146	1.158396349226932e-4
Tdrd5	6.193242937760002e-8	-6.037858307844074	0.391	0.255	1.2386485875520004e-4
Tmcc3	6.614358660974763e-8	-10.649482359469408	0.141	0.18	1.3228717321949525e-4
Gas7	7.507223666379722e-8	-14.190848620816702	0.245	0.042	1.5014447332759444e-4
Cd84	7.826867115253881e-8	-3.289136149363804	0.229	0.25	1.5653734230507762e-4
Tnni2	8.620137579838484e-8	-14.4750564667682	0.026	0.169	1.7240275159676968e-4
Enox1	8.855051470093879e-8	-13.66324750837739	0.047	0.184	1.771010294018776e-4
Naaa	9.565543578356928e-8	-11.811573020947929	0.094	0.145	1.9131087156713857e-4
Sema7a	9.749402620691403e-8	-12.208523487165717	0.182	0.212	1.9498805241382805e-4
Crmp1	1.0083412347279682e-7	3.140017887561644	0.417	0.136	2.0166824694559365e-4
Oplah	1.0176830101335776e-7	-14.036009604007276	0.099	0.2	2.0353660202671552e-4
Garnl3	1.032816020836454e-7	-10.851437486051152	0.057	0.126	2.065632041672908e-4
Adam12	1.0624770464659276e-7	-7.674685633120949	0.255	0.226	2.1249540929318552e-4
Ccdc17	1.100015674193147e-7	-14.421951462966462	0.073	0.131	2.200031348386294e-4
Nfe2	1.254014311241828e-7	-12.731506033765061	0.297	0.146	2.5080286224836565e-4
Spata7	1.285678818263449e-7	-0.35718598040796223	0.302	0.203	2.571357636526898e-4
Gnrh1	1.292843889904718e-7	-14.517353287253762	0.141	0.22	2.585687779809436e-4
Cr2	1.312434617711572e-7	-15.154643520693357	0.365	0.158	2.624869235423144e-4
Dnaja4	1.3154569220153053e-7	-10.96854235476884	0.026	0.138	2.6309138440306105e-4
Mical2	1.3474870551652252e-7	2.2099562824232244	0.083	0.152	2.6949741103304506e-4
Dnal1	1.5202260679295856e-7	-12.819388567872233	0.021	0.141	3.040452135859171e-4
Mzb1	1.5737865474851974e-7	3.9094669653197105	0.193	0.237	3.1475730949703947e-4
Irgm1	1.58828917542854e-7	-9.986768631228005	0.229	0.197	3.17657835085708e-4
Tspan33	1.6732078334700367e-7	-13.508127718239122	0.068	0.173	3.3464156669400736e-4
Ppp1r15a	1.726008648771506e-7	-10.230353517294038	0.24	0.246	3.4520172975430115e-4
Set	1.7463245391465344e-7	-0.9281185533253036	0.589	0.392	3.4926490782930685e-4
C130026I21Rik	1.7715402600247547e-7	-14.344609792385732	0.094	0.276	3.543080520049509e-4
Slc25a47	1.849624919531235e-7	-8.288727241241013	0.094	0.183	3.69924983906247e-4
Fbxo27	1.8698931064309385e-7	-2.8366854281263496	0.245	0.183	3.739786212861877e-4
5730522E02Rik	1.965120633986401e-7	3.945989081919336	0.099	0.193	3.930241267972802e-4
Gimap8	1.9956456144758788e-7	-6.561382919162789	0.031	0.207	3.9912912289517577e-4
Slfn1	2.1930609276463748e-7	-13.478329421285393	0.245	0.128	4.3861218552927495e-4
Ly6a	2.210424766478493e-7	-8.936791367459385	0.271	0.177	4.420849532956986e-4
Ifng	2.3001422576377615e-7	-14.068310092704628	0.052	0.107	4.600284515275523e-4
Ppp1r9b	2.329967142617299e-7	-5.350565577231613	0.323	0.253	4.659934285234598e-4
Tyrobp	2.3421820729896837e-7	-10.797860708388125	0.234	0.101	4.6843641459793674e-4
Dpysl3	2.34863573635527e-7	-15.339653428829426	0.021	0.139	4.6972714727105405e-4
Pdk2	2.452508161533111e-7	-10.788750911476248	0.104	0.179	4.905016323066222e-4
Ube2l6	2.691363789584487e-7	-14.913443918350556	0.094	0.174	5.382727579168974e-4
Ptgs1	2.755481050616974e-7	-14.164842617389397	0.047	0.112	5.510962101233949e-4
Grhl1	3.0049688494903323e-7	-9.02339598402661	0.094	0.149	6.009937698980665e-4
Enpp1	3.1692812259147875e-7	-11.929502724236038	0.083	0.258	6.338562451829575e-4
Apod	3.1828607086070576e-7	-13.435880247637433	0.026	0.101	6.365721417214115e-4
Fcgr1	3.2828029278446344e-7	-14.12206119833413	0.161	0.134	6.565605855689269e-4
Ccdc142	3.328016742933446e-7	-5.762408911526251	0.073	0.125	6.656033485866892e-4
Fbln2	3.6607842303790266e-7	-8.072324416576876	0.297	0.215	7.321568460758053e-4
Akr1c13	3.707897665252081e-7	-12.646211259537363	0.266	0.167	7.415795330504162e-4
Lsamp	3.9845501266710276e-7	-5.793003202019976	0.047	0.139	7.969100253342055e-4
Ccr7	4.111115864423354e-7	-8.323195406713982	0.229	0.137	8.222231728846707e-4
Tacc3	4.194243791929527e-7	-6.891987362792337	0.484	0.202	8.388487583859054e-4
Tmem253	4.3127944200243916e-7	-4.52386389045437	0.13	0.186	8.625588840048783e-4
Rpl41	4.5591781548337315e-7	-6.10534776104708	0.609	0.422	9.118356309667464e-4
Dok3	4.7459332357344056e-7	-13.72728092077596	0.094	0.2	9.491866471468811e-4
Hmox1	4.906257717388541e-7	-14.270839099286718	0.083	0.107	9.812515434777082e-4
Gadd45b	4.949336849480649e-7	-12.62157869495988	0.245	0.154	9.8986736989613e-4
Cdca3	5.260424825453695e-7	-4.497837608528399	0.521	0.196	0.001052084965090739
Ifit3	5.35611082308271e-7	-13.967659765306284	0.224	0.198	0.0010712221646165421
Lrrc4	5.458430383295566e-7	-8.480495683435144	0.104	0.212	0.0010916860766591132
Rpl22l1	5.529459442195948e-7	-2.1628120892427165	0.562	0.39	0.0011058918884391895
Hap1	5.599585221875387e-7	-5.5818942463693535	0.12	0.187	0.0011199170443750774
Gns	5.756524412947751e-7	-14.14056152830006	0.167	0.128	0.0011513048825895502
Gbp3	5.976150039864565e-7	-12.407166450960977	0.188	0.188	0.001195230007972913
Dysf	6.214741505834932e-7	-7.445854050363025	0.135	0.209	0.0012429483011669863
Rbm24	6.527167970574009e-7	-11.242446325963186	0.141	0.179	0.001305433594114802
Lrrc32	6.531674635159751e-7	-13.653217606926228	0.286	0.231	0.00130633492703195
Trbv29	6.797533812046061e-7	-13.034094789141617	0.312	0.219	0.0013595067624092123
Cd53	7.174474158103334e-7	-7.515176928343249	0.104	0.186	0.0014348948316206668
Mturn	7.300225281388453e-7	-12.618393955572579	0.146	0.144	0.0014600450562776905
Rpl3l	7.579513336899192e-7	-12.44090715625367	0.375	0.138	0.0015159026673798384
Serinc4	8.077297768678492e-7	-4.938149521533813	0.083	0.175	0.0016154595537356984
Cst6	8.167995968180105e-7	-13.719976533694389	0.068	0.124	0.001633599193636021
Cth	8.405683393515526e-7	-8.757627024942437	0.229	0.188	0.0016811366787031052
Slc23a1	8.548106783997653e-7	-14.277405615635152	0.302	0.119	0.0017096213567995306
Ntn1	9.389299028575063e-7	-2.946448065049889	0.208	0.152	0.0018778598057150125
Bach2	9.438364805562445e-7	-6.193268783406528	0.188	0.142	0.001887672961112489
Gm12666	9.705689239682413e-7	-14.022577151086173	0.089	0.15	0.0019411378479364826
Gpx2	9.749458282015102e-7	-10.061423672433364	0.099	0.152	0.0019498916564030203
Epas1	1.0056474917847347e-6	-14.33845656986871	0.109	0.081	0.002011294983569469
Vpreb1	1.1060843499399535e-6	-8.111283539946704	0.156	0.209	0.002212168699879907
Scn4b	1.1086211837323942e-6	-10.692469426799532	0.073	0.143	0.0022172423674647885
Tle2	1.1524339087314675e-6	-14.33006918139513	0.375	0.159	0.002304867817462935
Auts2	1.1897287344263338e-6	-9.083331159192731	0.089	0.103	0.0023794574688526674
Ephx3	1.2526188322527915e-6	-15.083943045684148	0.422	0.186	0.002505237664505583
Gas2l1	1.2565846798796452e-6	-8.391994014395571	0.135	0.117	0.0025131693597592905
Pate2	1.4666452144172332e-6	-2.0190723114545897	0.13	0.225	0.0029332904288344665
Egfl8	1.5270403383735004e-6	-10.534075218885837	0.349	0.181	0.0030540806767470007
Cd69	1.5684901904520226e-6	-15.572811833375154	0.094	0.131	0.0031369803809040454
Cbfa2t3	1.5876199006258445e-6	-9.179154176151492	0.198	0.24	0.003175239801251689
Trbv26	1.7388591665477278e-6	-6.141504765989486	0.036	0.207	0.0034777183330954556
Prf1	1.7588564404586793e-6	-12.292771098190743	0.193	0.137	0.0035177128809173587
Spo11	1.7714499737517619e-6	-8.410744256543122	0.172	0.243	0.0035428999475035235
Xdh	1.7822155122970977e-6	-12.972345525254122	0.042	0.143	0.0035644310245941955
Plekhn1	1.806749376758873e-6	-10.777534005218776	0.245	0.244	0.003613498753517746
Hspd1	1.8847638483691034e-6	-9.178280828860615	0.526	0.36	0.0037695276967382066
Mfge8	1.9068080874449901e-6	-12.185070886167319	0.099	0.14	0.0038136161748899802
Slco3a1	2.013305516824481e-6	-5.7882304651298435	0.203	0.223	0.004026611033648962
Tcp11	2.3780190215442604e-6	-6.1529065216791885	0.073	0.144	0.00475603804308852
Ly75	2.551172897560204e-6	-13.533113625065091	0.245	0.122	0.005102345795120408
Zfp963	2.7280168717708397e-6	-14.795832231396961	0.344	0.21	0.0054560337435416795
6430550D23Rik	2.7289769494303984e-6	-12.656460915207383	0.229	0.18	0.005457953898860796
Loxl2	2.7827027415214747e-6	-6.640860414579603	0.203	0.192	0.005565405483042949
Rasl11b	2.829194592238255e-6	-7.628378152923842	0.24	0.25	0.00565838918447651
Prtn3	3.0331837678423646e-6	-12.424733496650687	0.146	0.185	0.00606636753568473
H2-DMa	3.2473491080883685e-6	-13.534685636609128	0.062	0.133	0.006494698216176737
Tmem81	3.362562414938363e-6	-6.537939265064702	0.109	0.181	0.006725124829876726
Plxnd1	3.3901561778077593e-6	-2.9809084002393087	0.286	0.239	0.006780312355615519
Hist3h2ba	3.6859845749532633e-6	-8.00395348717942	0.333	0.281	0.007371969149906526
Plcxd1	3.7142736563527785e-6	-15.007814565242676	0.042	0.187	0.007428547312705557
Cbr2	3.941559452102916e-6	-15.355338887156957	0.276	0.08	0.007883118904205831
Atl1	3.976840592535999e-6	-13.304442263426942	0.219	0.193	0.007953681185071997
Cecr2	3.978809504567272e-6	-12.969836186826784	0.083	0.186	0.007957619009134545
Cd2	4.034319902315954e-6	-8.265822479200006	0.125	0.327	0.008068639804631909
Serpinb1a	4.034719061326924e-6	-14.99211735116411	0.151	0.086	0.008069438122653849
Ugt8a	4.10536092079413e-6	-1.9289300238670393	0.167	0.206	0.00821072184158826
Ckm	4.189792041246188e-6	-13.185355526471632	0.354	0.186	0.008379584082492376
Prss27	4.239530240174455e-6	-13.457539561035572	0.042	0.19	0.00847906048034891
Hpgds	4.348100522563108e-6	-13.819336798851182	0.286	0.203	0.008696201045126216
Trav4-4-dv10	4.490188635196974e-6	-6.667718133536588	0.042	0.174	0.008980377270393948
Hmmr	4.562609524250787e-6	-10.363600485831311	0.281	0.167	0.009125219048501575
Zfp558	4.577002134775793e-6	-14.297745288202446	0.328	0.177	0.009154004269551586
Ctsc	4.585342692849183e-6	-14.067265168934544	0.198	0.22	0.009170685385698365
Grik5	4.58872814569625e-6	-7.187132481222218	0.328	0.175	0.0091774562913925
Fst	5.143950831157751e-6	-10.087669370081652	0.026	0.154	0.010287901662315501
Prm1	5.146722189850381e-6	-13.020041202200208	0.135	0.243	0.010293444379700763
Klf4	5.187448768819527e-6	-4.385685553258842	0.083	0.123	0.010374897537639054
Stard8	5.309151266956484e-6	-13.56820634696148	0.016	0.139	0.010618302533912967
Fam83h	5.441553582115733e-6	-12.68167058232453	0.266	0.072	0.010883107164231465
B3gnt8	5.461257765650185e-6	-0.47808429015096543	0.12	0.17	0.010922515531300369
Angpt1	5.504632351500889e-6	-5.696304305273097	0.224	0.195	0.011009264703001778
Ripply3	5.564336739033117e-6	-13.663590058154263	0.01	0.118	0.011128673478066235
Serpinb6b	5.572760930151385e-6	-13.078559414720083	0.224	0.173	0.01114552186030277
Mfsd9	5.592373927202492e-6	-8.012360684545722	0.062	0.122	0.011184747854404983
1600014C10Rik	5.592919674934344e-6	-13.609785993552673	0.208	0.168	0.011185839349868687
Tm4sf5	5.621643130260385e-6	-6.536419052314864	0.016	0.136	0.01124328626052077
Calml4	5.6250716382698126e-6	-12.937618492005527	0.057	0.233	0.011250143276539625
Zc3h12d	5.896194781385524e-6	-14.215602989680885	0.031	0.146	0.011792389562771047
Trav10	5.905530814276214e-6	-15.149408927010446	0.062	0.14	0.011811061628552428
Tesc	5.993251419873057e-6	-13.714887245334916	0.062	0.116	0.011986502839746114
Peli3	5.998501594629565e-6	-14.182886170166693	0.036	0.145	0.01199700318925913
Lrrc25	6.010622579238611e-6	-12.99113528546444	0.115	0.099	0.012021245158477223
Golga3	6.268826091585466e-6	-13.108322646101602	0.245	0.232	0.012537652183170931
Hexb	6.30882017241267e-6	-11.829017303616924	0.161	0.143	0.01261764034482534
Cd302	6.64555985921825e-6	-14.605489718599808	0.24	0.057	0.0132911197184365
Nnat	6.702274927166574e-6	-15.065780265927891	0.281	0.186	0.013404549854333148
Mocs1	6.970089056585972e-6	-7.806323773258508	0.141	0.21	0.013940178113171943
1700028K03Rik	7.114672833338206e-6	-13.719802216442938	0.266	0.161	0.014229345666676411
Zmynd15	7.639778254896231e-6	-14.933644798115663	0.042	0.103	0.015279556509792463
Ybx3	7.670729597021175e-6	-5.750833198651385	0.411	0.229	0.01534145919404235
Fam71f2	7.84820862240898e-6	-3.252599238725603	0.125	0.218	0.015696417244817962
Xpnpep2	7.999004527257435e-6	-13.184400520656629	0.068	0.158	0.015998009054514872
Gm23262	8.203395300526878e-6	-14.726168707351531	0.099	0.222	0.016406790601053756
Per2	8.896799305006219e-6	-11.784750331407952	0.188	0.144	0.017793598610012437
Id2	9.045155426831169e-6	-12.4836744147531	0.292	0.18	0.018090310853662337
Pkn3	9.487787940580347e-6	-10.87835641398587	0.266	0.151	0.018975575881160694
Kpna2	9.51360568367368e-6	-6.702237128305867	0.193	0.169	0.01902721136734736
Asah2	9.687446915816475e-6	-9.514345640970564	0.333	0.223	0.01937489383163295
Dbx2	9.810936801930297e-6	-14.661876644178573	0.312	0.18	0.019621873603860595
Ppfia4	9.916565022313015e-6	-5.347795240119654	0.052	0.149	0.01983313004462603
Cenpa	1.055946989581955e-5	0.35533411615628197	0.224	0.226	0.021118939791639098
Siglec1	1.0567739501175597e-5	-13.009861795415748	0.12	0.14	0.021135479002351194
Pde6a	1.0586809556998981e-5	-14.552501659893489	0.021	0.175	0.02117361911399796
Iigp1	1.0666201590409641e-5	-12.013399086750333	0.281	0.195	0.021332403180819283
Snora78	1.1222129488132702e-5	-2.8855521723394997	0.172	0.166	0.022444258976265404
Sez6l2	1.1226644634788353e-5	-6.51194448794647	0.125	0.167	0.022453289269576706
Gramd3	1.1419986471814676e-5	-10.570174907142798	0.115	0.154	0.022839972943629352
Fech	1.1467597234600854e-5	-12.423057220215782	0.125	0.201	0.022935194469201708
Arap3	1.1580884677952463e-5	-14.470839360269538	0.359	0.193	0.023161769355904926
Lipg	1.2292923527915238e-5	-11.08640297055369	0.297	0.233	0.024585847055830477
Tmod4	1.2361751806842711e-5	-8.262775606210873	0.167	0.142	0.024723503613685423
Acnat1	1.238973585114062e-5	-7.2259329538231984	0.307	0.17	0.02477947170228124
C1qc	1.264373215165077e-5	-16.905411753020694	0.047	0.102	0.02528746430330154
Cks1b	1.2888745619141393e-5	-1.4977807472190183	0.536	0.311	0.025777491238282785
Serpinb9	1.3165471165947471e-5	-12.730250820934689	0.13	0.12	0.02633094233189494
Fam220a	1.3166088892429264e-5	-11.271631053732943	0.276	0.155	0.026332177784858527
Scarf1	1.3405009482397699e-5	-13.94175444992712	0.057	0.123	0.026810018964795398
Fah	1.3602690007815568e-5	-5.469869640446909	0.016	0.105	0.027205380015631137
Hcn3	1.373827190591023e-5	-14.183772633323011	0.047	0.13	0.02747654381182046
Clec4a1	1.3827107832295066e-5	-14.385411433723924	0.042	0.102	0.027654215664590132
Gm14391	1.4169372374193498e-5	-12.35332134526479	0.146	0.221	0.028338744748386997
Utf1	1.451597294992874e-5	-13.680567995715787	0.026	0.135	0.02903194589985748
Lmnb1	1.5085717082754008e-5	-3.0016465940053347	0.531	0.344	0.030171434165508014
Clec3b	1.5320176025770293e-5	1.071229042254192	0.234	0.091	0.030640352051540587
Klf3	1.5514289675468167e-5	-5.484764885989005	0.203	0.281	0.031028579350936333
Cnr2	1.627503592676597e-5	3.499936844784603	0.151	0.209	0.03255007185353194
Dlk1	1.640269198112062e-5	-16.553232985595894	0.094	0.116	0.03280538396224124
6430548M08Rik	1.6426732591529993e-5	-12.32006975611878	0.109	0.189	0.03285346518305998
Smoc1	1.700088129879465e-5	-15.588736195648769	0.266	0.185	0.0340017625975893
Ccl5	1.7183318063144173e-5	-15.334163539160137	0.12	0.125	0.03436663612628835
Galm	1.7340256735361757e-5	-14.001022633080407	0.062	0.181	0.03468051347072351
Cbr3	1.74515717549643e-5	-10.280641416778238	0.312	0.056	0.0349031435099286
Kctd11	1.806521044785381e-5	-5.4269495444234686	0.12	0.155	0.036130420895707616
Lzts3	1.91671601950088e-5	-7.674498518714385	0.125	0.226	0.0383343203900176
Stxbp2	1.948593749901824e-5	-9.088133210550502	0.286	0.253	0.038971874998036476
C1qbp	1.9619832014541058e-5	-2.9959633220849318	0.479	0.337	0.03923966402908211
Insm1	2.032452489970856e-5	-13.053421322416584	0.292	0.143	0.04064904979941712
Sept4	2.1959419763187057e-5	-10.707412021634806	0.38	0.209	0.04391883952637411
Cldn4	2.1963448146232983e-5	-11.288649799870159	0.141	0.242	0.04392689629246597
Trav3-4	2.2024968194513834e-5	-14.609964291642072	0.042	0.133	0.04404993638902767
Gpr137b	2.230026698115568e-5	-11.184276039651204	0.13	0.169	0.04460053396231136
Igfbp3	2.239857302573479e-5	-8.90886506865669	0.052	0.132	0.04479714605146958
Uchl1	2.284189456483025e-5	-13.521540279391507	0.052	0.191	0.0456837891296605
Terf2ip	2.3161835544472526e-5	-10.299293677984034	0.229	0.224	0.04632367108894505
Trbv2	2.4165085120920407e-5	-6.0422606999592645	0.115	0.204	0.04833017024184081
Cxcl10	2.454289879356116e-5	-12.293284085358923	0.208	0.152	0.049085797587122316
Fscn2	2.4735596798487852e-5	-13.338261464179858	0.052	0.164	0.0494711935969757
Gm20605	2.4786397140552587e-5	-6.445145471302278	0.156	0.208	0.04957279428110518
Slc25a27	2.5276854292075523e-5	-9.763112465001035	0.182	0.226	0.05055370858415105
Bmf	2.550752692115687e-5	-6.983751831662461	0.229	0.216	0.05101505384231374
Xrra1	2.6386755306267435e-5	-2.623495142781941	0.13	0.19	0.05277351061253487
Hpse	2.6749489909280926e-5	-12.121936227934116	0.104	0.129	0.05349897981856185
Rrad	2.6979446083422588e-5	-13.77436526793374	0.104	0.126	0.05395889216684518
Slc6a19	2.7231662896286095e-5	-9.709828093257247	0.38	0.227	0.05446332579257219
Smad7	2.7626094829422976e-5	-11.0887071288191	0.068	0.137	0.05525218965884595
Pla2g2d	2.7746611866291674e-5	-4.547859364166532	0.125	0.168	0.05549322373258335
Cacna1e	2.899270733392489e-5	-10.984645962574167	0.271	0.189	0.05798541466784978
Tceal1	3.0080629859972142e-5	-5.334272018664532	0.307	0.196	0.060161259719944286
Pglyrp1	3.0408325502908726e-5	-14.382272037559124	0.052	0.109	0.06081665100581745
